whrswk,hhi,whi,hhi2,education,experience,kidslt6,kids618,husby,race_black,race_other,race_white,race_nan,reg_northcentral,reg_other,reg_south,reg_west,hisp_no,hisp_yes
-1.372319745743416,-1,-1,1,1.1118787338449796,-0.3363554915519842,1.0736567279376614,0.3132349501732271,0.6618275965319158,0,0,1,0,1,0,0,0,1,0
-0.03595359492170721,-1,1,-1,0.3553957199349378,-0.24986210244686582,-0.5487258361051446,0.3132349501732271,0.4089539869147456,0,0,1,0,0,1,0,0,1,0
0.765866095571318,-1,1,1,-0.40108729397510395,-0.3363554915519842,-0.5487258361051446,-0.7457862938384351,-0.6868316547596586,0,0,1,0,1,0,0,0,1,0
0.765866095571318,1,-1,1,0.3553957199349378,-1.0283026043929309,-0.5487258361051446,-0.7457862938384351,0.5353907917233307,0,0,1,0,0,0,1,0,1,0
0.765866095571318,1,-1,1,0.3553957199349378,0.5285783994991992,-0.5487258361051446,0.3132349501732271,0.7461187997376392,0,0,0,1,0,0,1,0,1,0
-1.372319745743416,-1,1,1,-0.40108729397510395,1.220525512340146,-0.5487258361051446,-0.7457862938384351,0.9568468077519477,0,0,1,0,0,0,0,1,0,1
0.765866095571318,-1,1,1,1.1118787338449796,-1.287782771708286,1.0736567279376614,0.3132349501732271,-0.349666841936765,1,0,0,0,0,0,1,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,-0.1633687133417475,-0.5487258361051446,0.3132349501732271,1.3783028237805648,0,0,0,1,0,0,0,1,1,0
-1.372319745743416,-1,-1,-1,-2.670536335705229,0.3555916212889625,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
-0.03595359492170721,1,-1,1,-0.40108729397510395,-0.07687532423662916,9.006032386753605e-17,-1.1757497686689236e-16,0.2403715805032988,0,0,1,0,0,0,0,1,1,0
0.765866095571318,-1,-1,-1,-0.40108729397510395,1.5664990687606193,-0.5487258361051446,-0.7457862938384351,-0.7121190157213755,0,0,0,1,1,0,0,0,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,0.26909823218384415,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
0.4985928654069763,1,1,1,1.1118787338449796,0.18260484307872585,1.0736567279376614,0.3132349501732271,0.1560803772975754,1,0,0,0,0,1,0,0,1,0
-1.372319745743416,-1,-1,-1,-2.670536335705229,-1.1147959934980491,1.0736567279376614,-0.7457862938384351,-1.0703566293457,0,0,1,0,0,1,0,0,0,1
0.4985928654069763,-1,1,1,1.1118787338449796,-0.9418092152878125,-0.5487258361051446,-0.7457862938384351,0.09286197489328285,0,0,0,1,0,1,0,0,1,0
0.4985928654069763,1,-1,1,-0.40108729397510395,0.5285783994991992,-0.5487258361051446,1.3722561941848894,2.642670871866416,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-1.1575703078851456,-0.033628629684069995,-0.5487258361051446,-0.7457862938384351,0.4089539869147456,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,-1.1575703078851456,2.2151994870490066,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,1,0,0,1
0.765866095571318,1,1,1,-1.1575703078851456,0.05286475942104834,-0.5487258361051446,-0.7457862938384351,0.5353907917233307,0,0,1,0,0,1,0,0,1,0
0.765866095571318,1,1,1,-0.40108729397510395,-0.1633687133417475,-0.5487258361051446,1.3722561941848894,0.1139347756947137,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,-1.1575703078851456,0.6583184831568767,-0.5487258361051446,0.3132349501732271,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
0.765866095571318,-1,-1,-1,-1.1575703078851456,-0.20661540789430666,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,1.3070189014452642,9.006032386753605e-17,-1.1757497686689236e-16,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,-1,-1,1,-1.1575703078851456,-0.20661540789430666,-0.5487258361051446,-0.7457862938384351,-0.2653756387310416,0,0,1,0,0,0,1,0,1,0
0.4985928654069763,-1,-1,-1,0.3553957199349378,0.18260484307872585,-0.5487258361051446,1.3722561941848894,-0.7290194019641232,0,0,0,1,0,1,0,0,1,0
0.5520475114398447,1,-1,1,1.1118787338449796,-1.3742761608134042,-0.5487258361051446,-0.7457862938384351,0.3246627837090222,0,0,1,0,0,1,0,0,1,0
0.9262300336699231,-1,1,-1,1.8683617477550212,-1.3742761608134042,-0.5487258361051446,-0.7457862938384351,-0.6313258974486897,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,-0.3363554915519842,2.6960392919804677,2.431277438196551,1.4625940269862883,0,0,1,0,0,0,0,1,1,0
1.8349590162286848,-1,1,-1,0.3553957199349378,-0.8553158261826942,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
-0.03595359492170721,1,-1,1,0.3553957199349378,-1.5472629390236408,-0.5487258361051446,-0.7457862938384351,-0.5856822109127905,0,0,1,0,0,0,0,1,1,0
0.8727753876370548,-1,1,-1,0.3553957199349378,-1.4607695499185225,1.0736567279376614,-0.7457862938384351,-0.9270615838959703,0,0,1,0,0,0,1,0,1,0
0.23131963524263455,-1,-1,-1,-0.40108729397510395,-1.1147959934980491,1.0736567279376614,1.3722561941848894,-0.8554140611711054,0,0,1,0,0,0,0,1,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,1.0475387341299092,-0.5487258361051446,-0.7457862938384351,-1.066142069185414,0,0,1,0,1,0,0,0,1,0
0.765866095571318,1,1,1,-0.40108729397510395,0.6150717886043175,9.006032386753605e-17,-1.1757497686689236e-16,-0.5182492483482118,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,1.1118787338449796,1.3070189014452642,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,1,0,0,0,1,0
0.6589568035055814,1,-1,1,-0.40108729397510395,-0.6823290479724575,-0.5487258361051446,1.3722561941848894,0.6196819949290541,0,0,1,0,0,0,0,1,1,0
0.23131963524263455,1,-1,1,0.3553957199349378,0.26909823218384415,-0.5487258361051446,-0.7457862938384351,0.4089539869147456,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,-1.287782771708286,1.0736567279376614,0.3132349501732271,0.5353907917233307,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,-1.287782771708286,2.6960392919804677,-0.7457862938384351,-0.012502029113871398,0,0,1,0,0,0,1,0,1,0
0.9796846797027915,-1,1,1,-0.40108729397510395,-0.1633687133417475,-0.5487258361051446,0.3132349501732271,0.6196819949290541,1,0,0,0,0,0,1,0,1,0
0.765866095571318,-1,1,-1,0.3553957199349378,-0.24986210244686582,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,1,0,0,1,0
0.23131963524263455,1,1,1,-1.1575703078851456,-0.293108796999425,1.0736567279376614,-0.7457862938384351,0.1476512569770031,0,0,1,0,0,1,0,0,1,0
1.3004125559000015,-1,1,1,0.3553957199349378,-0.5958356588673391,-0.5487258361051446,0.3132349501732271,0.5353907917233307,0,0,1,0,0,0,1,0,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,0.9610453450247909,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,1,0,0,1,0
1.0331393257356598,1,-1,1,-0.40108729397510395,-0.1633687133417475,9.006032386753605e-17,-1.1757497686689236e-16,1.0832836125605327,0,0,1,0,1,0,0,0,1,0
0.765866095571318,1,-1,1,1.1118787338449796,0.18260484307872585,-0.5487258361051446,0.3132349501732271,0.1139347756947137,0,0,1,0,1,0,0,0,1,0
0.4985928654069763,-1,1,-1,0.3553957199349378,0.18260484307872585,-0.5487258361051446,0.3132349501732271,-0.012502029113871398,0,0,0,1,0,1,0,0,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,0.18260484307872585,-0.5487258361051446,-0.7457862938384351,-0.13893883392245648,0,0,1,0,0,0,0,1,1,0
2.904051936886052,-1,-1,-1,0.3553957199349378,-0.07687532423662916,-0.5487258361051446,-0.7457862938384351,0.7461187997376392,1,0,0,0,0,0,1,0,1,0
0.4985928654069763,-1,1,1,-0.40108729397510395,1.3070189014452642,-0.5487258361051446,-0.7457862938384351,0.1645094976181477,0,0,1,0,1,0,0,0,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,-0.7688224370775758,2.6960392919804677,-0.7457862938384351,0.12695776658999802,0,0,0,1,1,0,0,0,1,0
0.765866095571318,-1,1,-1,1.1118787338449796,0.26909823218384415,-0.5487258361051446,1.3722561941848894,-1.1504332723911372,0,0,1,0,0,0,0,1,1,0
0.4985928654069763,-1,1,-1,-0.40108729397510395,-0.7688224370775758,1.0736567279376614,2.431277438196551,-0.13893883392245648,0,0,1,0,1,0,0,0,1,0
-0.8377732854147325,1,-1,1,-0.40108729397510395,-0.6823290479724575,-0.5487258361051446,2.431277438196551,0.1139347756947137,0,1,0,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,-0.7688224370775758,4.318421856023274,-0.7457862938384351,0.9568468077519477,0,0,1,0,0,1,0,0,1,0
0.9796846797027915,1,1,1,0.3553957199349378,0.5285783994991992,9.006032386753605e-17,-1.1757497686689236e-16,1.3783028237805648,0,0,1,0,1,0,0,0,1,0
1.0331393257356598,1,-1,1,-0.40108729397510395,0.26909823218384415,-0.5487258361051446,-0.7457862938384351,0.6244444479101775,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,-1,-1,-1,-0.40108729397510395,2.0854594033913294,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,-1,1,-1,0.3553957199349378,-0.9418092152878125,1.0736567279376614,1.3722561941848894,0.8219808826227901,0,0,1,0,1,0,0,0,1,0
0.765866095571318,-1,1,1,-0.40108729397510395,1.0475387341299092,-0.5487258361051446,-0.7457862938384351,-1.1251459114294202,0,0,1,0,0,1,0,0,1,0
0.765866095571318,1,-1,1,-0.40108729397510395,-0.6823290479724575,2.6960392919804677,0.3132349501732271,-0.349666841936765,0,0,0,1,0,0,0,1,1,0
0.765866095571318,1,-1,1,-2.670536335705229,0.7015651777094358,-0.5487258361051446,1.3722561941848894,-0.3918124435396267,0,0,0,1,0,0,0,1,0,1
-1.372319745743416,1,-1,1,-0.40108729397510395,-0.6823290479724575,-0.5487258361051446,3.4902986822082136,-0.10737177832191314,0,0,1,0,0,0,1,0,1,0
0.765866095571318,-1,1,-1,1.1118787338449796,0.3555916212889625,-0.5487258361051446,-0.7457862938384351,0.3246627837090222,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,-1,-1,-1,-0.40108729397510395,-0.3363554915519842,1.0736567279376614,1.3722561941848894,-1.1504332723911372,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,0.09611145397360751,-0.5487258361051446,-0.7457862938384351,0.6179961708649396,0,0,0,1,0,0,1,0,1,0
1.0331393257356598,-1,1,1,-0.40108729397510395,1.0475387341299092,-0.5487258361051446,-0.7457862938384351,0.5353907917233307,0,0,1,0,0,0,1,0,1,0
0.33822892730837123,-1,1,-1,1.1118787338449796,-1.1147959934980491,-0.5487258361051446,-0.7457862938384351,1.4625940269862883,0,0,1,0,1,0,0,0,1,0
0.765866095571318,1,-1,1,0.3553957199349378,-0.8553158261826942,-0.5487258361051446,1.3722561941848894,0.2403715805032988,1,0,0,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,-0.3363554915519842,1.0736567279376614,0.3132349501732271,1.8840500430149052,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,-1,-1,-1,-0.40108729397510395,1.9124726251810926,9.006032386753605e-17,-1.1757497686689236e-16,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
-0.5705000552503907,-1,-1,-1,0.3553957199349378,-0.07687532423662916,-0.5487258361051446,1.3722561941848894,-0.5182492483482118,0,0,0,1,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.3935122905503825,-0.5487258361051446,-0.7457862938384351,1.4625940269862883,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,-1,-1,-1,-0.40108729397510395,2.0854594033913294,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,0,1,1,0
0.765866095571318,-1,-1,-1,-0.40108729397510395,-1.287782771708286,-0.5487258361051446,-0.7457862938384351,-0.5182492483482118,0,0,0,1,0,0,0,1,1,0
1.3004125559000015,-1,1,-1,1.1118787338449796,-0.7688224370775758,-0.5487258361051446,0.3132349501732271,-0.13893883392245648,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,-1,-1,-1,-1.1575703078851456,-0.9850559098403716,2.6960392919804677,0.3132349501732271,-0.644686053156797,0,0,1,0,0,0,0,1,1,0
-0.03595359492170721,-1,-1,-1,1.8683617477550212,-0.5958356588673391,-0.5487258361051446,1.3722561941848894,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
-0.5170454092175224,1,-1,1,-0.40108729397510395,0.8745519559196725,-0.5487258361051446,0.3132349501732271,0.7039731981347775,0,0,1,0,0,0,1,0,1,0
1.3004125559000015,-1,1,-1,1.1118787338449796,-1.5472629390236408,-0.5487258361051446,0.3132349501732271,-0.5603948499510735,0,0,1,0,1,0,0,0,1,0
0.23131963524263455,1,-1,1,1.1118787338449796,-0.6823290479724575,9.006032386753605e-17,-1.1757497686689236e-16,0.9357740069505168,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.220525512340146,-0.5487258361051446,-0.7457862938384351,-0.012502029113871398,0,0,0,1,0,0,1,0,1,0
-1.372319745743416,1,-1,1,1.1118787338449796,-0.5958356588673391,1.0736567279376614,1.3722561941848894,0.6196819949290541,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,-2.670536335705229,-0.7688224370775758,1.0736567279376614,-0.7457862938384351,-0.4761036467453501,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,1,-1,1,-1.1575703078851456,1.0907854286824683,-0.5487258361051446,-0.7457862938384351,-0.43817260530277463,1,0,0,0,0,0,1,0,1,0
-1.372319745743416,1,-1,1,1.8683617477550212,-0.3363554915519842,9.006032386753605e-17,-1.1757497686689236e-16,2.0104868478234903,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.3070189014452642,9.006032386753605e-17,-1.1757497686689236e-16,3.0640847422934296,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.7394858469708558,-0.5487258361051446,-0.7457862938384351,1.50473962858915,0,0,0,1,0,1,0,0,1,0
-1.372319745743416,1,-1,1,1.1118787338449796,-0.7688224370775758,1.0736567279376614,1.3722561941848894,2.0104868478234903,0,0,1,0,1,0,0,0,1,0
0.6589568035055814,-1,1,1,-0.40108729397510395,-1.1147959934980491,-0.5487258361051446,0.3132349501732271,0.9568468077519477,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,1.4800056796555008,-0.5487258361051446,-0.7457862938384351,0.8304100029433626,0,0,0,1,1,0,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,-0.6823290479724575,2.6960392919804677,-0.7457862938384351,1.799758839809182,0,0,1,0,0,1,0,0,1,0
0.765866095571318,1,-1,1,-0.40108729397510395,1.0475387341299092,-0.5487258361051446,-0.7457862938384351,-0.5182492483482118,0,0,1,0,0,0,1,0,1,0
0.23131963524263455,1,1,1,0.3553957199349378,0.9610453450247909,-0.5487258361051446,-0.7457862938384351,0.8725556045462243,0,0,1,0,1,0,0,0,1,0
1.3004125559000015,-1,-1,-1,-0.40108729397510395,-0.1633687133417475,-0.5487258361051446,1.3722561941848894,-1.1082876707882756,1,0,0,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.5664990687606193,-0.5487258361051446,-0.7457862938384351,0.1139347756947137,0,0,1,0,1,0,0,0,1,0
1.1935032638342649,1,1,1,0.3553957199349378,-0.3363554915519842,-0.5487258361051446,-0.7457862938384351,0.7461187997376392,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,-1,-1,-1,-0.40108729397510395,-0.5958356588673391,9.006032386753605e-17,-1.1757497686689236e-16,-0.009509691400068155,0,0,1,0,0,0,1,0,1,0
-0.03595359492170721,1,-1,1,0.3553957199349378,0.5285783994991992,-0.5487258361051446,-0.7457862938384351,0.493245190120469,0,0,1,0,0,0,0,1,1,0
0.33822892730837123,-1,1,-1,-0.40108729397510395,-0.1633687133417475,9.006032386753605e-17,-1.1757497686689236e-16,-0.04621851039616079,0,0,1,0,1,0,0,0,1,0
0.765866095571318,-1,1,1,-0.40108729397510395,0.4420850103940808,-0.5487258361051446,-0.7457862938384351,-0.1895135558458905,0,0,1,0,1,0,0,0,1,0
1.0331393257356598,1,1,1,1.8683617477550212,0.3555916212889625,-0.5487258361051446,-0.7457862938384351,1.3783028237805648,0,0,1,0,1,0,0,0,1,0
0.765866095571318,-1,1,-1,1.1118787338449796,-1.5472629390236408,1.0736567279376614,-0.7457862938384351,-0.1810844355253182,0,0,1,0,0,1,0,0,1,0
0.765866095571318,1,-1,1,1.1118787338449796,0.09611145397360751,-0.5487258361051446,0.3132349501732271,0.9568468077519477,0,0,1,0,0,1,0,0,1,0
1.0331393257356598,-1,1,-1,1.8683617477550212,0.3555916212889625,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.4800056796555008,-0.5487258361051446,-0.7457862938384351,0.8093372021419317,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,-1,-1,-1,0.3553957199349378,0.3555916212889625,9.006032386753605e-17,-1.1757497686689236e-16,-0.5182492483482118,1,0,0,0,0,0,0,1,1,0
-0.5170454092175224,1,-1,1,0.3553957199349378,0.5285783994991992,-0.5487258361051446,1.3722561941848894,1.4625940269862883,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,-1,-1,-1,-1.1575703078851456,1.6962391524182967,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,0.9610453450247909,-0.5487258361051446,-0.7457862938384351,2.5162340670578307,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,-1,-1,-1,-2.670536335705229,0.009618064868489175,1.0736567279376614,3.4902986822082136,-1.1504332723911372,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,1,-1,1,1.1118787338449796,1.6529924578657376,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,0,1,0,1,0
0.765866095571318,-1,1,-1,0.3553957199349378,-1.5472629390236408,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,1.220525512340146,-0.5487258361051446,-0.7457862938384351,1.5890308317948734,0,0,0,1,0,0,1,0,1,0
0.765866095571318,-1,1,-1,-0.40108729397510395,-1.4607695499185225,9.006032386753605e-17,-1.1757497686689236e-16,-1.1504332723911372,0,0,1,0,0,1,0,0,1,0
-0.303226825086049,1,-1,1,-0.40108729397510395,1.220525512340146,-0.5487258361051446,-0.7457862938384351,1.0411380109576711,0,0,1,0,0,0,1,0,1,0
1.3004125559000015,-1,1,1,1.1118787338449796,-1.2012893826031674,1.0736567279376614,-0.7457862938384351,1.799758839809182,0,0,1,0,0,0,1,0,1,0
-0.303226825086049,1,1,1,1.1118787338449796,-0.42284888065710247,1.0736567279376614,1.3722561941848894,0.0296435724889903,0,0,1,0,0,0,0,1,1,0
0.23131963524263455,1,-1,1,-0.40108729397510395,-0.42284888065710247,-0.5487258361051446,1.3722561941848894,0.493245190120469,0,0,1,0,0,0,1,0,1,0
1.0331393257356598,1,1,1,1.1118787338449796,-1.0283026043929309,-0.5487258361051446,-0.7457862938384351,3.0640847422934296,0,0,1,0,0,0,1,0,1,0
-1.372319745743416,-1,-1,-1,-2.670536335705229,1.7394858469708558,-0.5487258361051446,-0.7457862938384351,-0.6025404515539352,0,0,1,0,0,1,0,0,1,0
0.765866095571318,-1,1,-1,1.1118787338449796,-1.3742761608134042,-0.5487258361051446,-0.7457862938384351,1.4625940269862883,0,0,1,0,0,1,0,0,1,0
-1.372319745743416,1,-1,1,1.1118787338449796,-0.6823290479724575,9.006032386753605e-17,-1.1757497686689236e-16,1.799758839809182,0,0,1,0,0,1,0,0,1,0
-0.5705000552503907,1,-1,1,1.8683617477550212,-0.1633687133417475,-0.5487258361051446,1.3722561941848894,3.67380516068203,0,0,1,0,1,0,0,0,1,0
0.765866095571318,-1,1,1,1.1118787338449796,-1.0283026043929309,-0.5487258361051446,-0.7457862938384351,0.8982644215239699,0,0,1,0,1,0,0,0,1,0
-0.8377732854147325,1,-1,1,-0.40108729397510395,-0.07687532423662916,-0.5487258361051446,1.3722561941848894,-0.13223768326760152,0,0,0,1,0,1,0,0,1,0
0.765866095571318,1,-1,1,0.3553957199349378,1.0475387341299092,-0.5487258361051446,-0.7457862938384351,0.3246627837090222,0,0,1,0,0,1,0,0,1,0
-0.9446825774804692,1,-1,1,-0.40108729397510395,1.1340321232350274,-0.5487258361051446,-0.7457862938384351,0.1139347756947137,0,0,1,0,1,0,0,0,1,0
0.765866095571318,1,1,1,0.3553957199349378,0.8745519559196725,-0.5487258361051446,0.3132349501732271,0.06032557045587368,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,-0.9418092152878125,1.0736567279376614,-0.7457862938384351,0.1139347756947137,0,0,1,0,0,0,0,1,0,1
1.3004125559000015,-1,1,-1,1.1118787338449796,1.5664990687606193,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,0,1,0,0,0,1,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,-0.8553158261826942,1.0736567279376614,-0.7457862938384351,0.2825171821061605,0,0,1,0,0,1,0,0,1,0
0.765866095571318,-1,1,1,1.8683617477550212,-1.8067431063389958,-0.5487258361051446,-0.7457862938384351,-0.03357482991530225,0,0,0,1,0,1,0,0,1,0
-1.372319745743416,1,-1,1,-1.1575703078851456,1.263772206892705,-0.5487258361051446,0.3132349501732271,-0.33955189755207826,0,0,1,0,0,0,1,0,1,0
0.23131963524263455,-1,-1,-1,-0.40108729397510395,-0.07687532423662916,-0.5487258361051446,1.3722561941848894,0.1560803772975754,1,0,0,0,0,0,1,0,1,0
0.23131963524263455,-1,-1,-1,-0.40108729397510395,-0.5093422697622209,-0.5487258361051446,0.3132349501732271,-1.1504332723911372,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,1,-1,1,-0.40108729397510395,-1.3742761608134042,1.0736567279376614,-0.7457862938384351,-0.1810844355253182,0,0,1,0,1,0,0,0,1,0
-1.372319745743416,1,-1,1,1.8683617477550212,-0.07687532423662916,-0.5487258361051446,1.3722561941848894,2.2212148558377987,0,0,1,0,0,1,0,0,1,0
0.765866095571318,-1,-1,-1,-0.40108729397510395,0.6150717886043175,-0.5487258361051446,-0.7457862938384351,-0.5182492483482118,0,0,0,1,0,0,1,0,1,0
0.765866095571318,1,-1,1,0.3553957199349378,-0.8553158261826942,-0.5487258361051446,-0.7457862938384351,-1.1504332723911372,0,0,1,0,1,0,0,0,1,0
0.8727753876370548,-1,1,-1,1.8683617477550212,0.26909823218384415,-0.5487258361051446,1.3722561941848894,0.8514828037447935,0,0,1,0,1,0,0,0,1,0
0.765866095571318,-1,-1,-1,1.1118787338449796,-0.6823290479724575,-0.5487258361051446,1.3722561941848894,0.8304100029433626,0,0,1,0,0,0,0,1,1,0
-1.372319745743416,1,-1,1,0.3553957199349378,-1.4607695499185225,2.6960392919804677,0.3132349501732271,-0.43817260530277463,1,0,0,0,0,0,1,0,1,0
0.765866095571318,1,1,1,1.8683617477550212,0.9610453450247909,-0.5487258361051446,0.3132349501732271,-0.644686053156797,1,0,0,0,0,0,1,0,1,0
